instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
293966853,1148308,BANKEX26JAN67200CE,"BANKEX",0,2026-01-29,67200,0.05,30,CE,BFO-OPT,BFO
294800133,1151563,BANKEX26JAN67200PE,"BANKEX",0,2026-01-29,67200,0.05,30,PE,BFO-OPT,BFO
292378373,1142103,BANKEX26JAN66600CE,"BANKEX",0,2026-01-29,66600,0.05,30,CE,BFO-OPT,BFO
293091589,1144889,BANKEX26JAN66600PE,"BANKEX",0,2026-01-29,66600,0.05,30,PE,BFO-OPT,BFO
291325189,1137989,BANKEX26JAN67300CE,"BANKEX",0,2026-01-29,67300,0.05,30,CE,BFO-OPT,BFO
292314117,1141852,BANKEX26JAN67300PE,"BANKEX",0,2026-01-29,67300,0.05,30,PE,BFO-OPT,BFO
293230085,1145430,BANKEX26JAN66500CE,"BANKEX",0,2026-01-29,66500,0.05,30,CE,BFO-OPT,BFO
293938949,1148199,BANKEX26JAN66500PE,"BANKEX",0,2026-01-29,66500,0.05,30,PE,BFO-OPT,BFO
291217925,1137570,BANKEX26JAN67400PE,"BANKEX",0,2026-01-29,67400,0.05,30,PE,BFO-OPT,BFO
294235909,1149359,BANKEX26JAN67400CE,"BANKEX",0,2026-01-29,67400,0.05,30,CE,BFO-OPT,BFO
292020741,1140706,BANKEX26JAN66400CE,"BANKEX",0,2026-01-29,66400,0.05,30,CE,BFO-OPT,BFO
292860165,1143985,BANKEX26JAN66400PE,"BANKEX",0,2026-01-29,66400,0.05,30,PE,BFO-OPT,BFO
291540741,1138831,BANKEX26JAN67500CE,"BANKEX",0,2026-01-29,67500,0.05,30,CE,BFO-OPT,BFO
292571141,1142856,BANKEX26JAN67500PE,"BANKEX",0,2026-01-29,67500,0.05,30,PE,BFO-OPT,BFO
292969989,1144414,BANKEX26JAN66300CE,"BANKEX",0,2026-01-29,66300,0.05,30,CE,BFO-OPT,BFO
293744901,1147441,BANKEX26JAN66300PE,"BANKEX",0,2026-01-29,66300,0.05,30,PE,BFO-OPT,BFO
291425797,1138382,BANKEX26JAN67600PE,"BANKEX",0,2026-01-29,67600,0.05,30,PE,BFO-OPT,BFO
294476293,1150298,BANKEX26JAN67600CE,"BANKEX",0,2026-01-29,67600,0.05,30,CE,BFO-OPT,BFO
292663045,1143215,BANKEX26JAN66200PE,"BANKEX",0,2026-01-29,66200,0.05,30,PE,BFO-OPT,BFO
293840901,1147816,BANKEX26JAN66200CE,"BANKEX",0,2026-01-29,66200,0.05,30,CE,BFO-OPT,BFO
294345477,1149787,BANKEX26JAN67700PE,"BANKEX",0,2026-01-29,67700,0.05,30,PE,BFO-OPT,BFO
300504325,1173845,BANKEX26JAN74500CE,"BANKEX",0,2026-01-29,74500,0.05,30,CE,BFO-OPT,BFO
300582661,1174151,BANKEX26JAN74500PE,"BANKEX",0,2026-01-29,74500,0.05,30,PE,BFO-OPT,BFO
298552837,1166222,BANKEX26JAN74400CE,"BANKEX",0,2026-01-29,74400,0.05,30,CE,BFO-OPT,BFO
298952197,1167782,BANKEX26JAN74400PE,"BANKEX",0,2026-01-29,74400,0.05,30,PE,BFO-OPT,BFO
297359365,1161560,BANKEX26JAN74300PE,"BANKEX",0,2026-01-29,74300,0.05,30,PE,BFO-OPT,BFO
297375749,1161624,BANKEX26JAN74300CE,"BANKEX",0,2026-01-29,74300,0.05,30,CE,BFO-OPT,BFO
297005061,1160176,BANKEX26JAN74200CE,"BANKEX",0,2026-01-29,74200,0.05,30,CE,BFO-OPT,BFO
297035013,1160293,BANKEX26JAN74200PE,"BANKEX",0,2026-01-29,74200,0.05,30,PE,BFO-OPT,BFO
297039109,1160309,BANKEX26JAN74100CE,"BANKEX",0,2026-01-29,74100,0.05,30,CE,BFO-OPT,BFO
297070853,1160433,BANKEX26JAN74100PE,"BANKEX",0,2026-01-29,74100,0.05,30,PE,BFO-OPT,BFO
296888837,1159722,BANKEX26JAN74000CE,"BANKEX",0,2026-01-29,74000,0.05,30,CE,BFO-OPT,BFO
296905221,1159786,BANKEX26JAN74000PE,"BANKEX",0,2026-01-29,74000,0.05,30,PE,BFO-OPT,BFO
296862725,1159620,BANKEX26JAN73900PE,"BANKEX",0,2026-01-29,73900,0.05,30,PE,BFO-OPT,BFO
296919045,1159840,BANKEX26JAN73900CE,"BANKEX",0,2026-01-29,73900,0.05,30,CE,BFO-OPT,BFO
296864773,1159628,BANKEX26JAN73800CE,"BANKEX",0,2026-01-29,73800,0.05,30,CE,BFO-OPT,BFO
296880901,1159691,BANKEX26JAN73800PE,"BANKEX",0,2026-01-29,73800,0.05,30,PE,BFO-OPT,BFO
296732677,1159112,BANKEX26JAN73700PE,"BANKEX",0,2026-01-29,73700,0.05,30,PE,BFO-OPT,BFO
296793861,1159351,BANKEX26JAN73700CE,"BANKEX",0,2026-01-29,73700,0.05,30,CE,BFO-OPT,BFO
296737029,1159129,BANKEX26JAN73600CE,"BANKEX",0,2026-01-29,73600,0.05,30,CE,BFO-OPT,BFO
296757509,1159209,BANKEX26JAN73600PE,"BANKEX",0,2026-01-29,73600,0.05,30,PE,BFO-OPT,BFO
296759557,1159217,BANKEX26JAN73500CE,"BANKEX",0,2026-01-29,73500,0.05,30,CE,BFO-OPT,BFO
296804357,1159392,BANKEX26JAN73500PE,"BANKEX",0,2026-01-29,73500,0.05,30,PE,BFO-OPT,BFO
296727045,1159090,BANKEX26JAN73400CE,"BANKEX",0,2026-01-29,73400,0.05,30,CE,BFO-OPT,BFO
296751621,1159186,BANKEX26JAN73400PE,"BANKEX",0,2026-01-29,73400,0.05,30,PE,BFO-OPT,BFO
296754949,1159199,BANKEX26JAN73300CE,"BANKEX",0,2026-01-29,73300,0.05,30,CE,BFO-OPT,BFO
296770309,1159259,BANKEX26JAN73300PE,"BANKEX",0,2026-01-29,73300,0.05,30,PE,BFO-OPT,BFO
296746501,1159166,BANKEX26JAN73200PE,"BANKEX",0,2026-01-29,73200,0.05,30,PE,BFO-OPT,BFO
296802053,1159383,BANKEX26JAN73200CE,"BANKEX",0,2026-01-29,73200,0.05,30,CE,BFO-OPT,BFO
296615685,1158655,BANKEX26JAN73100CE,"BANKEX",0,2026-01-29,73100,0.05,30,CE,BFO-OPT,BFO
296633349,1158724,BANKEX26JAN73100PE,"BANKEX",0,2026-01-29,73100,0.05,30,PE,BFO-OPT,BFO
296605445,1158615,BANKEX26JAN73000PE,"BANKEX",0,2026-01-29,73000,0.05,30,PE,BFO-OPT,BFO
296636933,1158738,BANKEX26JAN73000CE,"BANKEX",0,2026-01-29,73000,0.05,30,CE,BFO-OPT,BFO
296329477,1157537,BANKEX26JAN72900CE,"BANKEX",0,2026-01-29,72900,0.05,30,CE,BFO-OPT,BFO
296351749,1157624,BANKEX26JAN72900PE,"BANKEX",0,2026-01-29,72900,0.05,30,PE,BFO-OPT,BFO
293295365,1145685,BANKEX26JAN72800CE,"BANKEX",0,2026-01-29,72800,0.05,30,CE,BFO-OPT,BFO
294004741,1148456,BANKEX26JAN72800PE,"BANKEX",0,2026-01-29,72800,0.05,30,PE,BFO-OPT,BFO
292909061,1144176,BANKEX26JAN72700PE,"BANKEX",0,2026-01-29,72700,0.05,30,PE,BFO-OPT,BFO
294147589,1149014,BANKEX26JAN72700CE,"BANKEX",0,2026-01-29,72700,0.05,30,CE,BFO-OPT,BFO
293028101,1144641,BANKEX26JAN72600CE,"BANKEX",0,2026-01-29,72600,0.05,30,CE,BFO-OPT,BFO
293789957,1147617,BANKEX26JAN72600PE,"BANKEX",0,2026-01-29,72600,0.05,30,PE,BFO-OPT,BFO
293889797,1148007,BANKEX26JAN72500CE,"BANKEX",0,2026-01-29,72500,0.05,30,CE,BFO-OPT,BFO
294737925,1151320,BANKEX26JAN72500PE,"BANKEX",0,2026-01-29,72500,0.05,30,PE,BFO-OPT,BFO
292819717,1143827,BANKEX26JAN72400CE,"BANKEX",0,2026-01-29,72400,0.05,30,CE,BFO-OPT,BFO
293611781,1146921,BANKEX26JAN72400PE,"BANKEX",0,2026-01-29,72400,0.05,30,PE,BFO-OPT,BFO
293709317,1147302,BANKEX26JAN72300CE,"BANKEX",0,2026-01-29,72300,0.05,30,CE,BFO-OPT,BFO
294485765,1150335,BANKEX26JAN72300PE,"BANKEX",0,2026-01-29,72300,0.05,30,PE,BFO-OPT,BFO
293388293,1146048,BANKEX26JAN72200PE,"BANKEX",0,2026-01-29,72200,0.05,30,PE,BFO-OPT,BFO
294620421,1150861,BANKEX26JAN72200CE,"BANKEX",0,2026-01-29,72200,0.05,30,CE,BFO-OPT,BFO
293499141,1146481,BANKEX26JAN72100CE,"BANKEX",0,2026-01-29,72100,0.05,30,CE,BFO-OPT,BFO
294240517,1149377,BANKEX26JAN72100PE,"BANKEX",0,2026-01-29,72100,0.05,30,PE,BFO-OPT,BFO
291329797,1138007,BANKEX26JAN72000PE,"BANKEX",0,2026-01-29,72000,0.05,30,PE,BFO-OPT,BFO
294366981,1149871,BANKEX26JAN72000CE,"BANKEX",0,2026-01-29,72000,0.05,30,CE,BFO-OPT,BFO
292284677,1141737,BANKEX26JAN71900CE,"BANKEX",0,2026-01-29,71900,0.05,30,CE,BFO-OPT,BFO
294659589,1151014,BANKEX26JAN71900PE,"BANKEX",0,2026-01-29,71900,0.05,30,PE,BFO-OPT,BFO
291711749,1139499,BANKEX26JAN71800PE,"BANKEX",0,2026-01-29,71800,0.05,30,PE,BFO-OPT,BFO
294778629,1151479,BANKEX26JAN71800CE,"BANKEX",0,2026-01-29,71800,0.05,30,CE,BFO-OPT,BFO
291870469,1140119,BANKEX26JAN71700CE,"BANKEX",0,2026-01-29,71700,0.05,30,CE,BFO-OPT,BFO
292803845,1143765,BANKEX26JAN71700PE,"BANKEX",0,2026-01-29,71700,0.05,30,PE,BFO-OPT,BFO
291481605,1138600,BANKEX26JAN71600PE,"BANKEX",0,2026-01-29,71600,0.05,30,PE,BFO-OPT,BFO
294534917,1150527,BANKEX26JAN71600CE,"BANKEX",0,2026-01-29,71600,0.05,30,CE,BFO-OPT,BFO
291583237,1138997,BANKEX26JAN71500CE,"BANKEX",0,2026-01-29,71500,0.05,30,CE,BFO-OPT,BFO
292609797,1143007,BANKEX26JAN71500PE,"BANKEX",0,2026-01-29,71500,0.05,30,PE,BFO-OPT,BFO
291259909,1137734,BANKEX26JAN71400PE,"BANKEX",0,2026-01-29,71400,0.05,30,PE,BFO-OPT,BFO
292702981,1143371,BANKEX26JAN71400CE,"BANKEX",0,2026-01-29,71400,0.05,30,CE,BFO-OPT,BFO
291372549,1138174,BANKEX26JAN71300CE,"BANKEX",0,2026-01-29,71300,0.05,30,CE,BFO-OPT,BFO
292385541,1142131,BANKEX26JAN71300PE,"BANKEX",0,2026-01-29,71300,0.05,30,PE,BFO-OPT,BFO
292531717,1142702,BANKEX26JAN71200CE,"BANKEX",0,2026-01-29,71200,0.05,30,CE,BFO-OPT,BFO
293235205,1145450,BANKEX26JAN71200PE,"BANKEX",0,2026-01-29,71200,0.05,30,PE,BFO-OPT,BFO
291155973,1137328,BANKEX26JAN71100CE,"BANKEX",0,2026-01-29,71100,0.05,30,CE,BFO-OPT,BFO
292035589,1140764,BANKEX26JAN71100PE,"BANKEX",0,2026-01-29,71100,0.05,30,PE,BFO-OPT,BFO
292254725,1141620,BANKEX26JAN71000CE,"BANKEX",0,2026-01-29,71000,0.05,30,CE,BFO-OPT,BFO
292977669,1144444,BANKEX26JAN71000PE,"BANKEX",0,2026-01-29,71000,0.05,30,PE,BFO-OPT,BFO
293726725,1147370,BANKEX26JAN70900CE,"BANKEX",0,2026-01-29,70900,0.05,30,CE,BFO-OPT,BFO
294509061,1150426,BANKEX26JAN70900PE,"BANKEX",0,2026-01-29,70900,0.05,30,PE,BFO-OPT,BFO
292642565,1143135,BANKEX26JAN70800CE,"BANKEX",0,2026-01-29,70800,0.05,30,CE,BFO-OPT,BFO
293415173,1146153,BANKEX26JAN70800PE,"BANKEX",0,2026-01-29,70800,0.05,30,PE,BFO-OPT,BFO
293524229,1146579,BANKEX26JAN70700CE,"BANKEX",0,2026-01-29,70700,0.05,30,CE,BFO-OPT,BFO
294261509,1149459,BANKEX26JAN70700PE,"BANKEX",0,2026-01-29,70700,0.05,30,PE,BFO-OPT,BFO
293152773,1145128,BANKEX26JAN70600PE,"BANKEX",0,2026-01-29,70600,0.05,30,PE,BFO-OPT,BFO
294393349,1149974,BANKEX26JAN70600CE,"BANKEX",0,2026-01-29,70600,0.05,30,CE,BFO-OPT,BFO
293292037,1145672,BANKEX26JAN70500CE,"BANKEX",0,2026-01-29,70500,0.05,30,CE,BFO-OPT,BFO
294003205,1148450,BANKEX26JAN70500PE,"BANKEX",0,2026-01-29,70500,0.05,30,PE,BFO-OPT,BFO
291127813,1137218,BANKEX26JAN70400PE,"BANKEX",0,2026-01-29,70400,0.05,30,PE,BFO-OPT,BFO
294146053,1149008,BANKEX26JAN70400CE,"BANKEX",0,2026-01-29,70400,0.05,30,CE,BFO-OPT,BFO
293023749,1144624,BANKEX26JAN70300CE,"BANKEX",0,2026-01-29,70300,0.05,30,CE,BFO-OPT,BFO
293787397,1147607,BANKEX26JAN70300PE,"BANKEX",0,2026-01-29,70300,0.05,30,PE,BFO-OPT,BFO
293886725,1147995,BANKEX26JAN70200CE,"BANKEX",0,2026-01-29,70200,0.05,30,CE,BFO-OPT,BFO
294736901,1151316,BANKEX26JAN70200PE,"BANKEX",0,2026-01-29,70200,0.05,30,PE,BFO-OPT,BFO
293607685,1146905,BANKEX26JAN70100PE,"BANKEX",0,2026-01-29,70100,0.05,30,PE,BFO-OPT,BFO
294833413,1151693,BANKEX26JAN70100CE,"BANKEX",0,2026-01-29,70100,0.05,30,CE,BFO-OPT,BFO
293708293,1147298,BANKEX26JAN70000CE,"BANKEX",0,2026-01-29,70000,0.05,30,CE,BFO-OPT,BFO
294483717,1150327,BANKEX26JAN70000PE,"BANKEX",0,2026-01-29,70000,0.05,30,PE,BFO-OPT,BFO
291427333,1138388,BANKEX26JAN69900PE,"BANKEX",0,2026-01-29,69900,0.05,30,PE,BFO-OPT,BFO
294479365,1150310,BANKEX26JAN69900CE,"BANKEX",0,2026-01-29,69900,0.05,30,CE,BFO-OPT,BFO
291542533,1138838,BANKEX26JAN69800CE,"BANKEX",0,2026-01-29,69800,0.05,30,CE,BFO-OPT,BFO
294093317,1148802,BANKEX26JAN69800PE,"BANKEX",0,2026-01-29,69800,0.05,30,PE,BFO-OPT,BFO
291218949,1137574,BANKEX26JAN69700PE,"BANKEX",0,2026-01-29,69700,0.05,30,PE,BFO-OPT,BFO
294237701,1149366,BANKEX26JAN69700CE,"BANKEX",0,2026-01-29,69700,0.05,30,CE,BFO-OPT,BFO
291326981,1137996,BANKEX26JAN69600CE,"BANKEX",0,2026-01-29,69600,0.05,30,CE,BFO-OPT,BFO
292316165,1141860,BANKEX26JAN69600PE,"BANKEX",0,2026-01-29,69600,0.05,30,PE,BFO-OPT,BFO
293968901,1148316,BANKEX26JAN69500CE,"BANKEX",0,2026-01-29,69500,0.05,30,CE,BFO-OPT,BFO
294802181,1151571,BANKEX26JAN69500PE,"BANKEX",0,2026-01-29,69500,0.05,30,PE,BFO-OPT,BFO
291927813,1140343,BANKEX26JAN69400PE,"BANKEX",0,2026-01-29,69400,0.05,30,PE,BFO-OPT,BFO
294896133,1151938,BANKEX26JAN69400CE,"BANKEX",0,2026-01-29,69400,0.05,30,CE,BFO-OPT,BFO
293765125,1147520,BANKEX26JAN69300CE,"BANKEX",0,2026-01-29,69300,0.05,30,CE,BFO-OPT,BFO
294562821,1150636,BANKEX26JAN69300PE,"BANKEX",0,2026-01-29,69300,0.05,30,PE,BFO-OPT,BFO
291615237,1139122,BANKEX26JAN69200PE,"BANKEX",0,2026-01-29,69200,0.05,30,PE,BFO-OPT,BFO
294711045,1151215,BANKEX26JAN69200CE,"BANKEX",0,2026-01-29,69200,0.05,30,CE,BFO-OPT,BFO
291765765,1139710,BANKEX26JAN69100CE,"BANKEX",0,2026-01-29,69100,0.05,30,CE,BFO-OPT,BFO
294312965,1149660,BANKEX26JAN69100PE,"BANKEX",0,2026-01-29,69100,0.05,30,PE,BFO-OPT,BFO
291403269,1138294,BANKEX26JAN69000PE,"BANKEX",0,2026-01-29,69000,0.05,30,PE,BFO-OPT,BFO
294451717,1150202,BANKEX26JAN69000CE,"BANKEX",0,2026-01-29,69000,0.05,30,CE,BFO-OPT,BFO
292381957,1142117,BANKEX26JAN68900CE,"BANKEX",0,2026-01-29,68900,0.05,30,CE,BFO-OPT,BFO
293095173,1144903,BANKEX26JAN68900PE,"BANKEX",0,2026-01-29,68900,0.05,30,PE,BFO-OPT,BFO
293232645,1145440,BANKEX26JAN68800CE,"BANKEX",0,2026-01-29,68800,0.05,30,CE,BFO-OPT,BFO
293941509,1148209,BANKEX26JAN68800PE,"BANKEX",0,2026-01-29,68800,0.05,30,PE,BFO-OPT,BFO
292024069,1140719,BANKEX26JAN68700CE,"BANKEX",0,2026-01-29,68700,0.05,30,CE,BFO-OPT,BFO
292861445,1143990,BANKEX26JAN68700PE,"BANKEX",0,2026-01-29,68700,0.05,30,PE,BFO-OPT,BFO
292971269,1144419,BANKEX26JAN68600CE,"BANKEX",0,2026-01-29,68600,0.05,30,CE,BFO-OPT,BFO
293746949,1147449,BANKEX26JAN68600PE,"BANKEX",0,2026-01-29,68600,0.05,30,PE,BFO-OPT,BFO
292665093,1143223,BANKEX26JAN68500PE,"BANKEX",0,2026-01-29,68500,0.05,30,PE,BFO-OPT,BFO
293843461,1147826,BANKEX26JAN68500CE,"BANKEX",0,2026-01-29,68500,0.05,30,CE,BFO-OPT,BFO
292773381,1143646,BANKEX26JAN68400CE,"BANKEX",0,2026-01-29,68400,0.05,30,CE,BFO-OPT,BFO
293550853,1146683,BANKEX26JAN68400PE,"BANKEX",0,2026-01-29,68400,0.05,30,PE,BFO-OPT,BFO
292481285,1142505,BANKEX26JAN68300PE,"BANKEX",0,2026-01-29,68300,0.05,30,PE,BFO-OPT,BFO
293672709,1147159,BANKEX26JAN68300CE,"BANKEX",0,2026-01-29,68300,0.05,30,CE,BFO-OPT,BFO
292588549,1142924,BANKEX26JAN68200CE,"BANKEX",0,2026-01-29,68200,0.05,30,CE,BFO-OPT,BFO
293324037,1145797,BANKEX26JAN68200PE,"BANKEX",0,2026-01-29,68200,0.05,30,PE,BFO-OPT,BFO
293456645,1146315,BANKEX26JAN68100CE,"BANKEX",0,2026-01-29,68100,0.05,30,CE,BFO-OPT,BFO
294184453,1149158,BANKEX26JAN68100PE,"BANKEX",0,2026-01-29,68100,0.05,30,PE,BFO-OPT,BFO
292347653,1141983,BANKEX26JAN68000CE,"BANKEX",0,2026-01-29,68000,0.05,30,CE,BFO-OPT,BFO
293062149,1144774,BANKEX26JAN68000PE,"BANKEX",0,2026-01-29,68000,0.05,30,PE,BFO-OPT,BFO
293784325,1147595,BANKEX26JAN67900CE,"BANKEX",0,2026-01-29,67900,0.05,30,CE,BFO-OPT,BFO
294593285,1150755,BANKEX26JAN67900PE,"BANKEX",0,2026-01-29,67900,0.05,30,PE,BFO-OPT,BFO
291637509,1139209,BANKEX26JAN67800PE,"BANKEX",0,2026-01-29,67800,0.05,30,PE,BFO-OPT,BFO
294731269,1151294,BANKEX26JAN67800CE,"BANKEX",0,2026-01-29,67800,0.05,30,CE,BFO-OPT,BFO
291790853,1139808,BANKEX26JAN67700CE,"BANKEX",0,2026-01-29,67700,0.05,30,CE,BFO-OPT,BFO
292772613,1143643,BANKEX26JAN66100CE,"BANKEX",0,2026-01-29,66100,0.05,30,CE,BFO-OPT,BFO
293548037,1146672,BANKEX26JAN66100PE,"BANKEX",0,2026-01-29,66100,0.05,30,PE,BFO-OPT,BFO
293670917,1147152,BANKEX26JAN66000CE,"BANKEX",0,2026-01-29,66000,0.05,30,CE,BFO-OPT,BFO
294427397,1150107,BANKEX26JAN66000PE,"BANKEX",0,2026-01-29,66000,0.05,30,PE,BFO-OPT,BFO
291345413,1138068,BANKEX26JAN65900CE,"BANKEX",0,2026-01-29,65900,0.05,30,CE,BFO-OPT,BFO
292347397,1141982,BANKEX26JAN65900PE,"BANKEX",0,2026-01-29,65900,0.05,30,PE,BFO-OPT,BFO
293996805,1148425,BANKEX26JAN65800CE,"BANKEX",0,2026-01-29,65800,0.05,30,CE,BFO-OPT,BFO
294817541,1151631,BANKEX26JAN65800PE,"BANKEX",0,2026-01-29,65800,0.05,30,PE,BFO-OPT,BFO
291121925,1137195,BANKEX26JAN65700CE,"BANKEX",0,2026-01-29,65700,0.05,30,CE,BFO-OPT,BFO
291977733,1140538,BANKEX26JAN65700PE,"BANKEX",0,2026-01-29,65700,0.05,30,PE,BFO-OPT,BFO
293782789,1147589,BANKEX26JAN65600CE,"BANKEX",0,2026-01-29,65600,0.05,30,CE,BFO-OPT,BFO
294589189,1150739,BANKEX26JAN65600PE,"BANKEX",0,2026-01-29,65600,0.05,30,PE,BFO-OPT,BFO
291635973,1139203,BANKEX26JAN65500PE,"BANKEX",0,2026-01-29,65500,0.05,30,PE,BFO-OPT,BFO
294730501,1151291,BANKEX26JAN65500CE,"BANKEX",0,2026-01-29,65500,0.05,30,CE,BFO-OPT,BFO
291787781,1139796,BANKEX26JAN65400CE,"BANKEX",0,2026-01-29,65400,0.05,30,CE,BFO-OPT,BFO
294344453,1149783,BANKEX26JAN65400PE,"BANKEX",0,2026-01-29,65400,0.05,30,PE,BFO-OPT,BFO
291420677,1138362,BANKEX26JAN65300PE,"BANKEX",0,2026-01-29,65300,0.05,30,PE,BFO-OPT,BFO
294473221,1150286,BANKEX26JAN65300CE,"BANKEX",0,2026-01-29,65300,0.05,30,CE,BFO-OPT,BFO
291537925,1138820,BANKEX26JAN65200CE,"BANKEX",0,2026-01-29,65200,0.05,30,CE,BFO-OPT,BFO
292570373,1142853,BANKEX26JAN65200PE,"BANKEX",0,2026-01-29,65200,0.05,30,PE,BFO-OPT,BFO
291215877,1137562,BANKEX26JAN65100PE,"BANKEX",0,2026-01-29,65100,0.05,30,PE,BFO-OPT,BFO
294231045,1149340,BANKEX26JAN65100CE,"BANKEX",0,2026-01-29,65100,0.05,30,CE,BFO-OPT,BFO
291324165,1137985,BANKEX26JAN65000CE,"BANKEX",0,2026-01-29,65000,0.05,30,CE,BFO-OPT,BFO
292311301,1141841,BANKEX26JAN65000PE,"BANKEX",0,2026-01-29,65000,0.05,30,PE,BFO-OPT,BFO
292994821,1144511,BANKEX26JAN64900CE,"BANKEX",0,2026-01-29,64900,0.05,30,CE,BFO-OPT,BFO
293764613,1147518,BANKEX26JAN64900PE,"BANKEX",0,2026-01-29,64900,0.05,30,PE,BFO-OPT,BFO
292684549,1143299,BANKEX26JAN64800PE,"BANKEX",0,2026-01-29,64800,0.05,30,PE,BFO-OPT,BFO
293863685,1147905,BANKEX26JAN64800CE,"BANKEX",0,2026-01-29,64800,0.05,30,CE,BFO-OPT,BFO
292797957,1143742,BANKEX26JAN64700CE,"BANKEX",0,2026-01-29,64700,0.05,30,CE,BFO-OPT,BFO
293576709,1146784,BANKEX26JAN64700PE,"BANKEX",0,2026-01-29,64700,0.05,30,PE,BFO-OPT,BFO
292512517,1142627,BANKEX26JAN64600PE,"BANKEX",0,2026-01-29,64600,0.05,30,PE,BFO-OPT,BFO
293689349,1147224,BANKEX26JAN64600CE,"BANKEX",0,2026-01-29,64600,0.05,30,CE,BFO-OPT,BFO
292604933,1142988,BANKEX26JAN64500CE,"BANKEX",0,2026-01-29,64500,0.05,30,CE,BFO-OPT,BFO
293350917,1145902,BANKEX26JAN64500PE,"BANKEX",0,2026-01-29,64500,0.05,30,PE,BFO-OPT,BFO
293470213,1146368,BANKEX26JAN64400CE,"BANKEX",0,2026-01-29,64400,0.05,30,CE,BFO-OPT,BFO
294202373,1149228,BANKEX26JAN64400PE,"BANKEX",0,2026-01-29,64400,0.05,30,PE,BFO-OPT,BFO
292375045,1142090,BANKEX26JAN64300CE,"BANKEX",0,2026-01-29,64300,0.05,30,CE,BFO-OPT,BFO
293089285,1144880,BANKEX26JAN64300PE,"BANKEX",0,2026-01-29,64300,0.05,30,PE,BFO-OPT,BFO
293225733,1145413,BANKEX26JAN64200CE,"BANKEX",0,2026-01-29,64200,0.05,30,CE,BFO-OPT,BFO
293935621,1148186,BANKEX26JAN64200PE,"BANKEX",0,2026-01-29,64200,0.05,30,PE,BFO-OPT,BFO
292858885,1143980,BANKEX26JAN64100PE,"BANKEX",0,2026-01-29,64100,0.05,30,PE,BFO-OPT,BFO
294080773,1148753,BANKEX26JAN64100CE,"BANKEX",0,2026-01-29,64100,0.05,30,CE,BFO-OPT,BFO
292966405,1144400,BANKEX26JAN64000CE,"BANKEX",0,2026-01-29,64000,0.05,30,CE,BFO-OPT,BFO
293744389,1147439,BANKEX26JAN64000PE,"BANKEX",0,2026-01-29,64000,0.05,30,PE,BFO-OPT,BFO
291450885,1138480,BANKEX26JAN63900PE,"BANKEX",0,2026-01-29,63900,0.05,30,PE,BFO-OPT,BFO
294502917,1150402,BANKEX26JAN63900CE,"BANKEX",0,2026-01-29,63900,0.05,30,CE,BFO-OPT,BFO
291552005,1138875,BANKEX26JAN63800CE,"BANKEX",0,2026-01-29,63800,0.05,30,CE,BFO-OPT,BFO
